Emotions,Answer,Cards Against Humanity
Erectile dysfunction,Answer,Cards Against Humanity
Estrogen,Answer,Cards Against Humanity
Ethnic cleansing,Answer,Cards Against Humanity
Eugenics,Answer,Cards Against Humanity
Exactly what you'd expect,Answer,Cards Against Humanity
Expecting a burp and vomiting on the floor,Answer,Cards Against Humanity
Explosions,Answer,Cards Against Humanity
Extremely tight pants,Answer,Cards Against Humanity
Famine,Answer,Cards Against Humanity
Farting and walking away,Answer,Cards Against Humanity
Feeding Rosie O'Donnell,Answer,Cards Against Humanity
Fiery poops,Answer,Cards Against Humanity
Figgy pudding,Answer,Cards Against Humanity
Finger painting,Answer,Cards Against Humanity
Fingering,Answer,Cards Against Humanity
Firing a rifle into the air while balls deep in a squealing hog,Answer,Cards Against Humanity
Five-Dollar Footlongs™,Answer,Cards Against Humanity
Flesh-eating bacteria,Answer,Cards Against Humanity
Flightless birds,Answer,Cards Against Humanity
Flying sex snakes,Answer,Cards Against Humanity
Foreskin,Answer,Cards Against Humanity
Former President George W. Bush,Answer,Cards Against Humanity
Free samples,Answer,Cards Against Humanity
Friction,Answer,Cards Against Humanity
Friendly fire,Answer,Cards Against Humanity
Friends with benefits,Answer,Cards Against Humanity
Friends with benefits,Answer,Custom
Frolicking,Answer,Cards Against Humanity
Full frontal nudity,Answer,Cards Against Humanity
Funky fresh rhymes,Answer,Cards Against Humanity
Gandhi,Answer,Cards Against Humanity
Genuine human connection,Answer,Cards Against Humanity
German dungeon porn,Answer,Cards Against Humanity
"Getting married, having a few kids, buying some stuff, retiring to Florida, and dying",Answer,Cards Against Humanity
Getting naked and watching Nickelodeon,Answer,Cards Against Humanity
Getting really high,Answer,Cards Against Humanity
Getting so angry that you pop a boner,Answer,Cards Against Humanity
Giving 110%,Answer,Cards Against Humanity
Gloryholes,Answer,Cards Against Humanity
God,Answer,Cards Against Humanity
GoGurt®,Answer,Cards Against Humanity
Grandma,Answer,Cards Against Humanity
Growing a pair,Answer,Cards Against Humanity
Half-assed foreplay,Answer,Cards Against Humanity
Harry Potter erotica,Answer,Cards Against Humanity
Heartwarming orphans,Answer,Cards Against Humanity
Hip hop jewels,Answer,Cards Against Humanity
Historically black colleges,Answer,Cards Against Humanity
Homeless people,Answer,Cards Against Humanity
Hope,Answer,Cards Against Humanity
Horrifying laser hair removal accidents,Answer,Cards Against Humanity
Horse meat,Answer,Cards Against Humanity
Hot cheese,Answer,Cards Against Humanity
Hot people,Answer,Cards Against Humanity
Hot Pockets®,Answer,Cards Against Humanity
Hurricane Katrina,Answer,Cards Against Humanity
Inappropriately timed laughter,Answer,Custom
Incest,Answer,Cards Against Humanity
Invading Poland,Answer,Cards Against Humanity
Italians,Answer,Cards Against Humanity
Jar-Jar Binks,Answer,Custom
Jerking off into a pool of children's tears,Answer,Cards Against Humanity
Jewish fraternities,Answer,Cards Against Humanity
Jobs,Answer,Cards Against Humanity
Joining the mile high club,Answer,Custom
Justin Bieber,Answer,Cards Against Humanity
Kamikaze Pilots,Answer,Cards Against Humanity
Kanye West,Answer,Cards Against Humanity
Lactation,Answer,Cards Against Humanity
Lance Armstrong's missing testicle,Answer,Cards Against Humanity
Laying an egg,Answer,Cards Against Humanity
LeBron James,Answer,Custom
Leprosy,Answer,Cards Against Humanity
Licking things to claim them as your own,Answer,Cards Against Humanity
Lockjaw,Answer,Cards Against Humanity
Lunchables™,Answer,Cards Against Humanity
Making a pouty face,Answer,Cards Against Humanity
Man meat,Answer,Cards Against Humanity
Masturbation,Answer,Cards Against Humanity
Me time,Answer,Cards Against Humanity
MechaHitler,Answer,Cards Against Humanity
Men,Answer,Cards Against Humanity
Menstrual rage,Answer,Cards Against Humanity
Michael Jackson,Answer,Cards Against Humanity
Michelle Obama's arms,Answer,Cards Against Humanity
Morgan Freeman's voice,Answer,Cards Against Humanity
Mouth herpes,Answer,Cards Against Humanity
Muhammed (Praise be unto him),Answer,Cards Against Humanity
Multiple stab wounds,Answer,Cards Against Humanity
My black ass,Answer,Cards Against Humanity
My collection of high-tech sex toys,Answer,Cards Against Humanity
My genitals,Answer,Cards Against Humanity
My humps,Answer,Cards Against Humanity
My inner demons,Answer,Cards Against Humanity
My relationship status,Answer,Cards Against Humanity
My sex life,Answer,Cards Against Humanity
My soul,Answer,Cards Against Humanity
My vagina,Answer,Cards Against Humanity
Natural male enhancement,Answer,Cards Against Humanity
Natural selection,Answer,Cards Against Humanity
Nazis,Answer,Cards Against Humanity
Necrophilia,Answer,Cards Against Humanity
Nickelback,Answer,Cards Against Humanity
Not giving a shit about the Third World,Answer,Cards Against Humanity
Not reciprocating oral sex,Answer,Cards Against Humanity
Not wearing pants,Answer,Cards Against Humanity
Old-people smell,Answer,Cards Against Humanity
One trillion dollars,Answer,Cards Against Humanity
Oompa-Loompas,Answer,Cards Against Humanity
Our first chimpanzee president,Answer,Cards Against Humanity
Overcompensation,Answer,Cards Against Humanity
Panda sex,Answer,Cards Against Humanity
Passive-aggressive Post-It notes,Answer,Cards Against Humanity
Pedophiles,Answer,Cards Against Humanity
Peeing a little bit,Answer,Cards Against Humanity
Penis breath,Answer,Cards Against Humanity
Penis envy,Answer,Cards Against Humanity
Pictures of boobs,Answer,Cards Against Humanity
Police brutality,Answer,Cards Against Humanity
Pooping back and forth. Forever,Answer,Cards Against Humanity
Poopy diapers,Answer,Cards Against Humanity
Poor life choices,Answer,Cards Against Humanity
Poor people,Answer,Cards Against Humanity
Poorly-timed Holocaust-Jokes,Answer,Cards Against Humanity
Powerful thighs,Answer,Cards Against Humanity
Prancing,Answer,Cards Against Humanity
Praying the gay away,Answer,Cards Against Humanity
Preteens,Answer,Cards Against Humanity
Pretending to care,Answer,Cards Against Humanity
Puberty,Answer,Cards Against Humanity
Public education,Answer,Custom
Public ridicule,Answer,Cards Against Humanity
Pulling out,Answer,Cards Against Humanity
Queefing,Answer,Cards Against Humanity
Racism,Answer,Cards Against Humanity
Realizing your terrible mistake after it's too late,Answer,Custom
Repression,Answer,Cards Against Humanity
Republicans,Answer,Cards Against Humanity
Road head,Answer,Cards Against Humanity
RoboCop,Answer,Cards Against Humanity
Ronald Reagan,Answer,Cards Against Humanity
Running out of semen,Answer,Cards Against Humanity
Same-sex ice dancing,Answer,Cards Against Humanity
Saxophone solos,Answer,Cards Against Humanity
Saying 'I love you',Answer,Cards Against Humanity
Science,Answer,Cards Against Humanity
Scientology,Answer,Cards Against Humanity
Seeing grandma naked,Answer,Cards Against Humanity
Self-loathing,Answer,Cards Against Humanity
Sexual tension,Answer,Cards Against Humanity
Sexy pillow fights,Answer,Cards Against Humanity
Shaquille O'Neals's acting career,Answer,Cards Against Humanity
Silence,Answer,Cards Against Humanity
Smallpox blankets,Answer,Cards Against Humanity
Sniffing glue,Answer,Cards Against Humanity
Some god-damn peace and quiet,Answer,Cards Against Humanity
Spectacular abs,Answer,Cards Against Humanity
Sperm bank pornography,Answer,Custom
Spider-Man,Answer,Custom
Spontaneous human combustion,Answer,Cards Against Humanity
Stephen Hawking talking dirty,Answer,Cards Against Humanity
Student loans,Answer,Custom
Sunshine and rainbows,Answer,Cards Against Humanity
Surprise sex!,Answer,Cards Against Humanity
"Sweet, sweet vengeance",Answer,Cards Against Humanity
Taking off your shirt,Answer,Cards Against Humanity
Tasteful sideboob,Answer,Cards Against Humanity
Teenage pregnancy ,Answer,Cards Against Humanity
Testicular torsion,Answer,Cards Against Humanity
The age of consent,Answer,Custom
The American Dream,Answer,Cards Against Humanity
The art of seduction,Answer,Cards Against Humanity
The Big Bang,Answer,Cards Against Humanity
The Boy Scouts of America,Answer,Cards Against Humanity
The check-out line at Wal-Mart,Answer,Custom
The Chinese gymnastics team,Answer,Cards Against Humanity
The clitoris,Answer,Cards Against Humanity
The current job market,Answer,Custom
The Devil himself,Answer,Cards Against Humanity
The ER waiting room,Answer,Custom
The female orgasm,Answer,Cards Against Humanity
The folly of man,Answer,Cards Against Humanity
The Force,Answer,Cards Against Humanity
The gays,Answer,Cards Against Humanity
The Great Depression,Answer,Cards Against Humanity
The hardworking Mexican,Answer,Cards Against Humanity
The heart of a child,Answer,Cards Against Humanity
The Holy Bible,Answer,Cards Against Humanity
The homosexual agenda,Answer,Cards Against Humanity
The inevitable heat death of the universe,Answer,Cards Against Humanity
The Jews,Answer,Cards Against Humanity
The KKK,Answer,Cards Against Humanity
The Little Engine That Could,Answer,Cards Against Humanity
The Make-A-Wish Foundation®,Answer,Cards Against Humanity
The milk man,Answer,Cards Against Humanity
The miracle of childbirth,Answer,Cards Against Humanity
The morbidly obese,Answer,Cards Against Humanity
The morning after your 21st birthday,Answer,Custom
The National Security Agency,Answer,Custom
The Patriarchy,Answer,Cards Against Humanity
The placenta,Answer,Cards Against Humanity
The Pope,Answer,Cards Against Humanity
The profoundly handicapped,Answer,Cards Against Humanity
The Rapture,Answer,Cards Against Humanity
The South,Answer,Cards Against Humanity
The Tempur-Pedic® Swedish Sleep System™,Answer,Cards Against Humanity
The terrorists,Answer,Cards Against Humanity
The Three-Fifths compromise,Answer,Cards Against Humanity
The token minority,Answer,Cards Against Humanity
The Trail of Tears,Answer,Cards Against Humanity
The true meaning of Christmas,Answer,Cards Against Humanity
The Underground Railroad,Answer,Cards Against Humanity
The violation of our most basic human rights,Answer,Cards Against Humanity
The walk of shame,Answer,Custom
The World of Warcraft,Answer,Cards Against Humanity
Third base,Answer,Cards Against Humanity
Three dicks at the same time,Answer,Cards Against Humanity
Throwing a virgin into a volcano,Answer,Cards Against Humanity
Tom Cruise,Answer,Cards Against Humanity
Unfathomable stupidity,Answer,Cards Against Humanity
Unnecessary hashtags,Answer,Custom
Used panties,Answer,Cards Against Humanity
Vehicular manslaughter,Answer,Cards Against Humanity
Viagra®,Answer,Cards Against Humanity
Vigilante justice,Answer,Cards Against Humanity
Waiting 'til marriage,Answer,Cards Against Humanity
Waking up half-naked in a Denny's parking lot,Answer,Cards Against Humanity
Walking in on your parents,Answer,Custom
Wet dreams,Answer,Cards Against Humanity
When you fart and a little bit comes out,Answer,Cards Against Humanity
Whipping it out,Answer,Cards Against Humanity
White people,Answer,Cards Against Humanity
White privilege,Answer,Cards Against Humanity
Wifely duties,Answer,Cards Against Humanity
Wikipedia,Answer,Custom
Winking at old people,Answer,Cards Against Humanity
Wiping her butt,Answer,Cards Against Humanity
Women in yogurt commercials,Answer,Cards Against Humanity
Women's suffrage,Answer,Cards Against Humanity
World peace,Answer,Cards Against Humanity
Yeast,Answer,Cards Against Humanity
Yoga pants,Answer,Custom
Your weird brother,Answer,Cards Against Humanity
___ : Good to the last drop.,Fill in the Blank,Cards Against Humanity
"___ : Kid-tested, mother-approved.",Fill in the Blank,Cards Against Humanity
___ . Betcha can't have just one!,Fill in the Blank,Cards Against Humanity
"___ . High five, bro.",Fill in the Blank,Cards Against Humanity
___ . It's a trap!,Fill in the Blank,Cards Against Humanity
___ . That's how I want to die.,Fill in the Blank,Cards Against Humanity
___. That was anticlimactic. ,Fill in the Blank,Custom
A recent laboratory study shows that undergraduates have 50% less sex after being exposed to ___.,Fill in the Blank,Cards Against Humanity
"A romantic, candlelit dinner would be incomplete without ___.",Fill in the Blank,Cards Against Humanity
After the earthquake Sean Penn brought ___ to the people of Haiti.,Fill in the Blank,Cards Against Humanity
Alternative medicine is now embracing the curative powers of ___.,Fill in the Blank,Cards Against Humanity
"Coming to Broadway this season, ___ : The musical .",Fill in the Blank,Cards Against Humanity
"Daddy, why is mommy crying?",Fill in the Blank,Cards Against Humanity
"Dear Abby, I'm having some trouble with ___ and would like your advice.",Fill in the Blank,Cards Against Humanity
"During sex, I like to think about ___ .",Fill in the Blank,Cards Against Humanity
"Fun tip! When your man asks you to go down on him, try surprising him with ___ instead. ",Fill in the Blank,Cards Against Humanity
How am I maintaining my relationship status?,Fill in the Blank,Cards Against Humanity
How did I lose my virginity?,Fill in the Blank,Cards Against Humanity
"I do not know with what weapons World War III will be fought, but World War IV will be fought with ___ .",Fill in the Blank,Cards Against Humanity
I drink to forget ___.,Fill in the Blank,Cards Against Humanity
I get by with a little help from ___.,Fill in the Blank,Cards Against Humanity
I got 99 problems but ___ ain't one.,Fill in the Blank,Cards Against Humanity
"I'm sorry Professor, but I couldn't complete my homework because of ___.",Fill in the Blank,Cards Against Humanity
"In L.A. County Jail, word is you can trade 200 cigarettes for ___ .",Fill in the Blank,Cards Against Humanity
"In the new Disney Channel Original Movie, Hannah Montana struggles with ___ for the first time.",Fill in the Blank,Cards Against Humanity
"Instead of coal, Santa now gives the bad children ___ .",Fill in the Blank,Cards Against Humanity
It's a pity that kids these days are all getting involved with ___.,Fill in the Blank,Cards Against Humanity
Life for American Indians was forever changed when the White Man introduced them to ___ .,Fill in the Blank,Cards Against Humanity
Maybe she's born with it. Maybe it's ___.,Fill in the Blank,Cards Against Humanity
MTV's new reality show features eight washed-up celebrities living with ___.,Fill in the Blank,Cards Against Humanity
Next from J.K. Rowling: Harry Potter and the Chamber of ___ .,Fill in the Blank,Cards Against Humanity
"Next on ESPN2, the World Series of ___ .",Fill in the Blank,Cards Against Humanity
Nothing turns me on more than ___.,Fill in the Blank,Custom
The class field trip was completely ruined by ___ .,Fill in the Blank,Cards Against Humanity
The new Chevy Tahoe. With the power and space to take ___ everywhere you go.,Fill in the Blank,Cards Against Humanity
The new Netflix series features ___.,Fill in the Blank,Custom
The Smithsonian Museum of Natural History has just opened an interactive exhibit on ___ .,Fill in the Blank,Cards Against Humanity
There is nothing scarier than ___.,Fill in the Blank,Custom
TSA guidelines now prohibit ___ on airplanes.,Fill in the Blank,Cards Against Humanity
War! What is it good for?,Fill in the Blank,Cards Against Humanity
What am I giving up for Lent?,Fill in the Blank,Cards Against Humanity
What are my parents hiding from me?,Fill in the Blank,Cards Against Humanity
What did I bring back from Mexico?,Fill in the Blank,Cards Against Humanity
What did the U.S. airdrop to the children of Afghanistan?,Fill in the Blank,Cards Against Humanity
What does Coca-Cola use to advertise their new Diet soda?,Fill in the Blank,Custom
What don't you want to find in your Kung Pao chicken?,Fill in the Blank,Cards Against Humanity
What ended my last relationship?,Fill in the Blank,Cards Against Humanity
What gets better with age?,Fill in the Blank,Cards Against Humanity
What gives me uncontrollable gas?,Fill in the Blank,Cards Against Humanity
What helps Obama unwind?,Fill in the Blank,Cards Against Humanity
What is Batman's guilty pleasure?,Fill in the Blank,Cards Against Humanity
What is the best homeopathic hangover cure?,Fill in the Blank,Custom
What is vaguely sexual?,Fill in the Blank,Custom
What never fails to liven up the party?,Fill in the Blank,Cards Against Humanity
What will allways get you laid?,Fill in the Blank,Cards Against Humanity
What will I bring back in time to convince people that I am a powerful wizard?,Fill in the Blank,Cards Against Humanity
"What would grandma find disturbing, yet oddly charming?",Fill in the Blank,Cards Against Humanity
What's a girl's best friend?,Fill in the Blank,Cards Against Humanity
What's my secret power?,Fill in the Blank,Cards Against Humanity
What's Teach for America using to inspire inner city students to succeed?,Fill in the Blank,Cards Against Humanity
What's that smell?,Fill in the Blank,Cards Against Humanity
What's that sound?,Fill in the Blank,Cards Against Humanity
What's the new fad diet?,Fill in the Blank,Cards Against Humanity
What's there a ton of in heaven?,Fill in the Blank,Cards Against Humanity
"When I am a billionaire, I shall erect a 50-foot statue to commemorate ___ .",Fill in the Blank,Cards Against Humanity
"When I am President of the United States, I will create the Department of ___ .",Fill in the Blank,Cards Against Humanity
"When Pharaoh remained unmoved, Moses called down a Plague of ___ .",Fill in the Blank,Cards Against Humanity
"While the United States raced the Soviet Union to the moon, the Mexican government funneled millions of pesos into research on ___ .",Fill in the Blank,Cards Against Humanity
White people like ___ .,Fill in the Blank,Cards Against Humanity
Why am I sticky?,Fill in the Blank,Cards Against Humanity
Why can't I sleep at night?,Fill in the Blank,Cards Against Humanity
Why do I hurt all over?,Fill in the Blank,Cards Against Humanity
